,PigType,DETECTED,dist_boar,dist_pig,borderMI,borderNY,borderQC
278,,0,26229.844997979417,9151.525532581472,394888.1537088244,306665.60736542096,84452.89181938514
279,,0,11142.29892557221,6325.466773072651,56878.60805255493,228423.8487811434,478951.7429990878
280,,0,54071.14708876048,5438.127830717629,159990.1066746954,235819.02685485096,319365.0186310175
281,,0,47593.71895850748,2703.3955741965165,47559.41441827036,231120.2594760213,434554.26977252425
282,,0,15804.986776153408,2303.115623489089,330240.6772315631,186322.64729837253,163132.0223466045
283,,0,66761.70804918068,8057.77771357799,348527.4747103369,238559.7500683113,126881.808658988
284,,0,12088.69043577922,2777.2603734007453,667783.6201857431,35190.43158042769,27767.498440106316
285,,0,21554.83656140664,3438.550307153057,548666.1490944641,49538.87902722551,63030.97460868813
286,,0,101140.72875302851,31974.87263252473,348885.4337326472,319653.5922840334,150865.36108461733
287,,0,29601.722929721793,1863.6974277596569,395142.1931248331,284724.29339032545,78992.23614597085
288,,0,28352.029032236005,5667.599188341437,272270.77185407624,95221.59497824761,257252.0517563865
289,,0,54825.44528810393,11724.600299618758,406000.4562578271,269358.73940901045,75104.72324242943
290,,0,7823.434934324587,575.4952679122663,124178.57766929155,164051.3557635354,368766.9502446645
291,,0,44003.497969336095,6444.678727479513,472348.46091355436,156067.06978566392,70041.00984237833
292,,0,20600.767686989544,4897.109529038507,266091.36482455704,77978.68544356218,274710.4681472135
293,,0,42467.484826823515,3556.8405739287314,375922.0890928945,279178.86641907186,99315.88408848138
294,,0,75136.8281509601,42698.94423538914,430959.18813955516,251558.32182757213,64607.972997862664
295,,0,31679.537681616446,3826.4185258197417,417563.25180182373,96763.56416602072,173587.82050125703
296,,0,4302.60484053241,2323.1339021701915,204736.83857192833,215865.82961030139,270448.3386489211
297,,0,62986.38878905002,17942.127677378994,405910.2540162521,166481.11455424328,133718.14308104396
298,,0,40847.18018740536,1262.6517716215349,103989.87892262862,196598.32362418872,374202.22525137436
299,,0,63546.56522156591,1273.8678628551477,111013.49914634057,213534.8946712117,363053.7560516488
300,,0,43479.237131445116,4547.092838454576,236751.63485968157,249972.98477578597,246316.28680506945
301,,0,27428.83449355927,4940.788591292287,309517.1826660007,145087.260553905,201822.3771556425
302,,0,11483.446232316626,11732.041577763981,287991.4547336667,62037.48771905175,275129.17450173246
303,,0,71171.12534190592,3064.884381087927,445506.72905285284,155113.377681906,96459.03373910936
304,,0,55521.47329817096,592.9345941652041,115303.51779444561,162596.83826395174,432751.71387801267
305,,0,31597.8404385435,4974.710494816846,291057.7637214976,145188.103601988,210496.37523103371
306,,0,53961.10584999292,2724.291105253285,572010.4045743599,71558.13667157352,24112.972930363798
307,,0,3853.405713152556,6911.208339772838,654900.738262888,60502.501789877395,2552.8587937483244
308,,0,10180.558091975357,2840.601096388338,511980.7302210248,17987.74324206002,127990.02391099372
309,,0,39039.01438829277,2231.920736096692,544720.0035738992,137782.7145749701,2386.0387999410723
310,,0,20853.852136490957,2315.0103629163696,313052.8738020848,79765.80391242717,250407.9081321004
311,,0,135586.5392171252,29417.845162959253,315382.9166669718,350374.43760756135,221649.86724783815
312,,0,47763.85389729436,1076.091073136602,58505.206197177824,247978.571070118,514619.25264392234
313,,0,38853.23010779277,4552.233187125128,540516.0839230544,133293.50570538102,5616.302675810726
314,,0,67136.40941717305,3974.4348060087004,564243.6311008007,88079.1256182027,15215.645692906637
315,,0,27057.976421056414,1331.3973243859277,43768.19245606695,246308.7568950749,495203.72113193205
316,,0,39729.558665196964,2921.960885801573,545540.7278610911,137631.56747062708,1598.0361636230487
317,,0,5426.059229363272,2601.513376122767,556171.8399538753,32842.69406659782,69892.49571435989
318,,0,42887.04826489877,3066.5287366555035,98075.52836024684,182239.52044002854,446863.66949028487
319,,0,33295.51155389358,6207.9316727544965,254815.63109107822,59816.23544689453,297816.84490623465
320,,0,24085.154205613377,6569.026108472784,433169.61510519206,308192.03224308905,41276.10266011999
321,,0,58911.81732983688,3977.331022809814,121826.27282495641,204140.1249071657,352584.43643519754
322,,0,66931.06503788648,3218.9078772117746,376056.0594543353,232267.64529247943,112323.6472146555
323,,0,32712.136988880116,11078.897116004158,474561.2417436637,78736.65962956056,106884.41331318072
324,,0,24560.355179303835,1472.4280498940211,171042.3187627298,136738.73680258932,323916.85075328196
325,,0,87949.91035056514,43914.762640612345,421118.6052387,237645.28021121028,80966.42933158008
326,,0,46457.88473988388,4723.098348229017,466056.9388626007,186814.787646688,63523.7806342287
327,,0,23965.36851998846,2584.0238709817972,305314.9191255049,94577.40057477793,244476.5839090317
328,,0,81604.09333111622,23315.91506391976,339630.2436617788,278766.9743433764,140874.83181924772
329,,0,13438.873170553912,4418.563193785748,176852.23334270978,101744.52665838177,359038.5065016144
330,,0,57943.84337214366,20069.926545953047,395481.63448503363,166873.73105497792,145917.42236447605
331,,0,32942.51196541392,1725.416684566002,542183.0022399763,147163.54533529337,6264.110838301405
332,,0,25507.859826843975,2128.496738609658,102069.05102425588,179272.98350439587,392273.76752148516
333,,0,14942.198915448675,4337.515718742397,8078.6845301538715,338631.8013268461,574567.142035274
334,,0,47604.94271535276,1183.0384576415647,11250.460992407074,263340.91436940955,472127.42498828884
335,,0,41772.21300550678,607.7447846994418,58448.98120418297,217871.67288062378,431367.6797037026
336,,0,48200.32777667548,2714.488213602259,578675.9523693102,61344.40823215337,23240.713230414924
337,,0,36608.80354081885,1472.2408280150535,641160.8731364476,4703.060876065018,33503.42355583057
338,,0,58691.85067634529,9779.740899264634,414134.84475125273,158442.94025044315,128694.26307822956
339,,0,10322.441860466311,892.2527885764346,510268.4548768227,29129.837000234762,117921.98895676984
340,,0,14450.98941742073,3039.5671498280553,410929.0061904282,300683.15176425374,64080.01833810278
341,,0,38780.69923563371,15534.50140286649,457345.1748720857,111562.25723953692,101783.02727153151
342,,0,25599.765259039024,1486.8185651542883,398178.1214354089,288716.48355046957,76160.00146575796
343,,0,9019.856640839707,1776.632072430944,563757.0725233452,19240.844437291107,76592.40971085106
344,,0,9221.070623220567,7151.504768508998,240053.38325877278,87123.7227273189,285995.5363700066
345,,0,41198.526794554935,6861.844341459276,155371.6533058685,131806.63540268282,436769.3926478659
346,,0,56116.813975456855,4816.82788179735,586417.9880889115,85963.30374381397,3536.4908920819844
347,,0,27599.573344124263,5314.45525566097,257975.40507393584,75455.17304311866,281831.8009924698
348,,0,113118.9104279275,10531.965107897227,311471.7751711188,365570.9819600608,241466.76395843027
349,,0,11165.312657867808,4498.139225303906,212872.98217300768,80209.81417464795,322081.640282098
350,,0,13642.648791490976,2321.6773496316587,218878.52182200685,56467.47641129938,365395.92569092265
351,,0,84425.90197790114,50803.067683428686,458643.9945004517,253671.6715903965,40146.49075896329
352,,0,50347.98843231583,1574.4423104205534,137145.557034033,207285.22202934796,336890.55971114646
353,,0,6118.5290884354445,2873.079957229869,323245.27555453166,174273.43839619696,174554.34288656604
354,,0,19799.68965513406,7478.305961110451,434916.62378636585,78132.78580428605,167760.63778854153
355,,0,72498.42136141584,4152.883881459751,410939.55370730197,185782.9122436508,120465.17566339974
356,,0,24504.24478698595,933.243537389845,141826.66489082124,132771.64474041367,404097.03074957867
357,,0,16868.3066237364,4959.813185290159,324492.7298811165,162391.413846937,182980.22881216937
358,,0,9542.068107321158,1530.6924917087847,226704.1997578429,48493.57167266685,364816.1638901764
359,,0,46005.33303020573,6228.140104365166,469115.87745402456,193774.89397304066,59467.1317716771
360,,0,44498.853944200535,9898.000075268257,466799.1156503148,178934.56704233837,64855.1400014976
361,,0,66545.1339353274,5750.563918782787,379314.29401351186,248769.09554988478,100518.62501156454
362,,0,70562.25703963,7663.399390321677,428028.8189591395,160603.5182659844,111992.97546148908
363,,0,32342.71821198758,202.50577290998865,175347.7757297988,218208.05234874386,300163.4742577239
364,,0,47404.10077519532,2874.289432571407,32130.128849480287,245328.12947046073,447504.34637091256
365,,0,12072.83276628422,1288.0132292270748,319136.74854950333,162517.62275117604,184795.26785198963
366,,0,5405.337393892693,3523.872594288571,555367.2269372464,30790.49242345355,72654.84394595605
367,,0,51445.430933238276,13583.383450758649,388607.41440235515,170576.91705736791,152249.84615203756
368,,0,9823.202867394675,3727.0159668116494,297267.6983696312,111726.16111638698,233343.2487257459
369,,0,13852.605861797007,1984.7419490358,213501.90807035766,61118.99930950365,379452.007803133
370,,0,50956.08109825356,669.0415383487506,58825.89223687,250287.09927105063,517859.3734496128
371,,0,63241.17986748685,4547.631326553811,538139.5729826988,103116.89802553588,25310.713395488576
372,,0,15662.02824641491,7259.758286353728,234712.48208510206,78247.6601200184,298458.3998611522
373,,0,35066.13531450839,2317.4353971996716,366612.11942431156,190345.2281954724,149700.73866161166
374,,0,27044.397563978706,1841.9982571038042,550908.5478724885,166696.62272726643,891.3805642569515
375,,0,35573.079117562316,4864.895442804435,378274.60468967346,150617.13283083893,175883.55544600912
376,,0,16262.974512282339,4369.751748654672,216599.91150102057,226667.31839312697,260393.15267949254
377,,0,57943.22437767046,26014.505900534303,468608.21176330664,213640.48895248745,58041.61360178898
378,,0,62602.885324002236,31785.471295586616,454274.2009493568,277204.3180460934,31494.835586000645
379,,0,17173.017572011777,679.3382395776808,398442.18639134115,122795.3830083753,173135.33583705028
380,,0,15190.845709625173,2736.193586080028,324975.121562279,151657.83035288044,191818.57813832242
381,,0,9457.780540750546,3161.4764601748293,312165.8753645081,113194.54528723155,227892.20252698558
382,,0,51505.08200810662,1493.8058695009324,507137.8468251941,98426.79177877623,62274.70500453792
383,,0,23487.802115543695,5214.099684850396,488056.9543117909,168814.30772269203,48062.61723271005
384,,0,91251.68843021842,56612.67826801683,438111.0136776167,236388.0643631293,67232.93573517603
385,,0,75578.05052710172,1283.5097646355932,115552.82968003556,225733.43911460848,359351.90806124656
386,,0,13157.1058368421,3672.762293234274,626773.3241226493,63625.94747457239,4815.172223147838
387,,0,6002.3290556820575,7418.352657392856,333707.6174262145,153861.89537910014,187994.55759899376
388,,0,26993.753286666797,8514.126315978036,398571.4916463697,313395.09090372646,82355.57083867792
389,,0,142368.61893589093,41181.091820338224,346984.06946016575,352487.6582857071,181145.00722525798
390,,0,87834.97637763798,55111.9649944413,452749.1578188592,240569.72483694396,53389.9745278548
391,,0,4660.103887266683,1403.8362192862357,266575.22632480337,153546.58112784714,222456.14256687378
392,,0,72140.61852603543,21616.71007067541,243373.87585991598,282475.2263421525,253683.8215771175
393,,0,21981.772381068633,1641.606239224946,186346.79501935965,136429.7593373276,305816.39957696333
394,,0,2209.3793568770266,4880.998364508679,222868.0073567254,57283.883071060096,392502.4801345113
395,,0,31320.898070891657,3207.8479891181582,169893.67396100087,210072.58764348607,304547.7747929717
396,,0,9245.532995069108,6471.649290199817,552486.5205741723,35651.9009463973,70908.85170445722
397,,0,63053.94010437317,20593.717852821897,450211.8408500382,193604.61828051638,78490.37673239813
398,,0,26844.205574156986,10925.971441604739,343896.6831906898,184010.8860865384,159820.096637643
399,,0,24988.071253235496,3649.307056425398,436925.0713585723,79378.7774994229,159783.21492921675
400,,0,31825.18456761135,3691.9825190638703,469740.55965874705,62937.330890588884,125390.95741228315
401,,0,15017.65372682159,1282.4821309327406,486483.07250997756,55145.23866501177,113543.10462148131
402,,0,17097.186642051227,1145.681151549294,221853.22079985624,152548.11350888424,261962.54222816223
403,,0,24551.448142106212,6123.610280882383,489000.4697596014,75416.8262488681,94715.69466523603
404,,0,26195.608914040207,6864.107994844194,609417.5923682469,59471.92427854771,8646.09002068997
405,,0,28915.446872452518,4340.874308444308,528672.3359714422,52127.95081415432,82819.20683178885
406,,0,21549.176689736207,5779.198182159514,408362.88256926637,132305.80859371467,149387.97520962867
407,,0,10045.652685325227,1343.9182742547728,189383.8518765319,189447.1153362403,285079.21852067386
408,,0,48533.3062281974,5088.899875384684,510066.8917282893,93795.34672339007,61924.45636675563
409,,0,22319.10376458367,9152.597347299305,412154.00505490357,130466.91919783328,145470.9984801159
410,,0,29369.089621417053,2744.3367265961965,155476.1338734596,187581.7475035227,319750.9283197068
411,,0,35646.67892029191,14525.287015524696,296871.0509491732,189398.8005751882,183510.21475077904
412,,0,20285.220953156553,3945.415042629264,581053.3280746696,18925.796803695946,62693.9906093516
413,,0,33129.05791568131,2695.0324066049457,276171.1836541321,190936.0599111899,200732.15368308674
414,,0,64651.64697363801,13440.101539825815,386735.5668557496,220265.75945000935,120140.02190548502
415,,0,56028.71149550008,3618.235489214856,2751.6533333237444,277931.09775403986,490813.9668530249
416,,0,9261.004080044318,9412.843240525952,278604.9397342083,64836.278514889855,279619.4936027464
417,,0,20754.92948198405,6581.869015630787,482577.6894589727,66417.11889344102,107872.93454202102
418,,0,91206.65669287801,31363.78458767744,422975.54042619455,207228.37671193288,101032.59227731703
419,,0,17237.091204483833,5638.462690232573,216353.81027645583,71161.51702572637,328543.17250962876
420,,0,18199.598991609473,2741.4503789448227,317678.6280485245,139701.822978668,203859.6192895213
421,,0,58236.53815056659,17520.119184843734,397739.9121901415,177256.60574937268,138022.0635841854
422,,0,21315.9009640364,3466.4923879979465,225676.7903618872,114884.26332014365,278363.9282972805
423,,0,67966.89537081744,14568.591413306063,368010.0248497659,311910.5513068145,120425.06466222246
424,,0,11813.414071418945,3935.5474860356394,624057.9486787604,56936.59893322817,11351.931194980454
425,,0,22034.206043721802,4743.37382190938,498167.3434781412,25507.707998029284,131609.5859741846
426,,0,23699.749567240524,14653.036179319746,419353.96021739574,299748.1293755801,54682.00135114103
427,,0,10115.659600788793,2504.3811191834398,194311.38391609667,99585.82713642916,326648.2825991089
428,,0,75477.82358018453,4629.653990731519,414050.48441768455,184014.77397723697,117615.34672819906
429,,0,38718.897912755274,440.82169167230916,162525.78944045445,215066.76060659345,312353.2757433082
430,,0,23393.825559470886,1218.9878730400292,153226.01847801544,129206.95686117941,360686.96263650764
431,,0,29541.055736807673,5589.33174882896,277129.9103381603,113151.0507355712,240765.1709932973
432,,0,35616.08318196631,16872.500721934946,408614.5395521344,142622.33757397474,143685.716879552
433,,0,3699.9031437073704,2002.4825655910613,313929.62826440315,168954.63357092196,182606.02500186357
434,,0,69618.04365966334,14910.520293307538,386872.24581975356,248708.0783518468,96701.08853651966
435,,0,65186.11801855953,3913.3074428177483,364034.354997809,250346.23142749496,111138.60898040974
436,,0,54169.63034694616,3731.397676394355,131203.6243618534,154576.07890156968,444198.61521025636
437,,0,36018.03645118968,775.0732396880546,533844.6977224301,62208.996376108924,64239.403862578714
438,,0,43612.71155634123,6479.829351436769,354700.5798969871,211269.89162441794,135402.53353611156
439,,0,75446.04407191578,16920.459761830534,410949.73524176533,197834.4195617097,118104.79869443244
440,,0,9765.163898660208,422.51379645065646,179401.787936707,189880.74462745147,295077.2915050841
441,,0,21232.704882991333,822.0075975150855,108598.63391431987,178958.04463658962,379755.6054234826
442,,0,56668.55653838112,15583.351580667979,455286.8319840079,186480.7563612093,74396.0785885295
443,,0,40330.46188080898,1663.2895578858793,612505.3279972171,21313.043551618062,46009.26895720385
444,,0,10712.991780608829,494.8642046834652,276981.5563408899,77615.49133642507,269699.58986634517
445,,0,49687.88203777682,13822.700752090226,389063.47542981897,187667.6205418044,143941.28031018432
446,,0,64415.94252168698,11560.954493351572,391586.7700273789,254704.7439804998,90770.55067003041
447,,0,72147.62080322641,1104.7997949441506,439242.37482798647,176713.4648777179,93294.46122222269
448,,0,31183.292056133043,1742.1055385163907,203715.58497960016,122310.60204943384,295583.9946501503
449,,0,24082.29147628283,923.6111808259035,302001.37067781854,94953.30393405377,246281.8008378319
450,,0,21238.804787934536,1964.863036785418,690879.861543927,34642.22014951535,6184.482765076369
451,,0,107282.12588254848,25802.173677668492,365944.05629878945,343406.124162874,147607.74464183243
452,,0,65200.806008519576,5291.719751876313,545840.1961950003,102704.0294487567,17444.786816591033
453,,0,11541.206195344024,4023.705193207952,428012.4545027851,106607.95436111094,140996.94706146666
454,,0,2197.701673203354,3459.4783220122326,637405.1487288793,55729.96684316793,9818.487668913185
455,,0,10577.742227092653,5892.241862486865,186263.60790554585,103950.17965492507,334118.73086183565
456,,0,72905.20898699862,38960.61787503466,458978.6449293715,225455.61419698966,59108.77654232372
457,,0,5568.574849550258,2998.254784244505,257326.53591532935,17276.333550372186,350746.31939151546
458,,0,27238.339007642775,2076.0956712584634,175342.14303139574,106515.54428047253,418219.7052734796
459,,0,21871.31299967741,3669.013574945246,46900.06558675639,241302.88151410053,490293.13735451567
460,,0,16657.169758453005,898.1424578076787,431835.3061211832,317884.5061675741,44946.8426942566
461,,0,36544.12326317258,3986.770479044111,168504.9915664137,118270.4295963244,430650.19737932936
462,,0,28072.53627232331,691.8739107447798,212439.86775330134,185299.04489827566,262525.34675879497
463,,0,17079.000918746795,8726.009069880152,220370.97660438265,55815.49027748082,357487.2957139154
464,,0,6322.023501843523,1046.891128381229,179295.55439964044,184951.7526289835,295737.066096456
465,,0,53911.894063861124,721.4247252872773,77662.95402605354,211075.26154107432,401492.47896648233
466,,0,4806.285987086063,3869.465759083076,192862.751730051,89767.99574180364,343311.35156653944
467,,0,89797.720362153,37454.10162266782,340776.9827703485,295487.5706473931,145981.27177930297
468,,0,83611.61074481421,45389.85351355319,425162.3492409036,242146.5251172332,74749.10258301404
469,,0,31683.34555976,3447.9620453678344,259605.17645191523,53879.62924149637,299828.1806852177
470,,0,32048.608856475978,1763.088803288576,265451.0294575897,123785.18065935736,240435.45824946536
471,,0,37551.82712123139,3138.740100578663,123816.98748744116,151116.55458693267,401462.554940623
472,,0,40692.21539487122,12702.206268725073,363357.4021764267,196701.01559833984,145255.50155465168
473,,0,34793.15240787948,2841.300765984665,252466.03978303805,120785.46147555472,251780.89097213384
474,,0,36271.81317306303,4145.791904463743,378265.61013781925,151125.41382687422,175611.37643152438
475,,0,25472.360453016678,1039.5995048035982,187205.7868703194,226451.32871490452,290042.8380612376
476,,0,24090.14957299378,4552.771626024408,146655.09645044248,129994.84870327513,415018.5654650206
477,,0,35422.50352033412,9209.347738661301,270490.96198764,101944.7454137585,252942.43449460558
478,,0,25723.49017271219,951.8551297186494,388628.9834407943,131448.86047421576,181323.179105752
479,,0,29698.165951909898,4272.474890225641,359834.49154074054,135760.20396375007,192833.496683952
480,,0,73536.15048294447,53009.816788207165,471112.94944856485,240472.3418542689,40586.04736241605
481,,0,40417.1755448595,13326.584811149485,478421.2109999578,197357.54932606526,49878.33240886687
482,,0,17268.740589770805,444.93842453230275,196940.33745536068,225200.98554103053,280006.10251141584
483,,0,27839.24835622608,1198.462967879809,99640.96587327054,183771.0799959971,390663.4012780579
484,,0,84795.89603843994,55488.89109801054,442129.80154941726,244507.6528541212,58746.40671038885
485,,0,61400.41819976668,40032.24344796416,445827.9249897888,272318.05691382114,41037.39708822474
486,,0,18649.229361934093,3157.7730111840788,449641.26723736484,98483.4145794926,119036.44179325753
487,,0,17550.936451960406,4257.7033668113545,341629.2171938584,143212.78946520737,196153.60393914543
488,,0,7097.566049317447,2476.3719663374186,506445.35715159826,44967.35047428456,105374.81581228225
489,,0,1955.9672635113811,3087.09036016076,182973.60773667725,91951.45043999056,392057.7142812047
490,,0,53107.281894302476,4129.319106497677,464426.7914973746,153042.09113232265,79102.35714397437
491,,0,30462.648245500568,1802.3391444124384,281392.36609282927,135660.34462330537,222421.05379209892
492,,0,18492.620387404255,4568.856226831636,414558.78400238336,125966.56300123775,145078.01270601153
493,,0,39175.92680764825,3096.6952615312416,95488.76347464268,191162.08430569005,462171.7150174131
494,,0,17426.1012702722,3555.7631976830553,322343.9852663127,76746.87069936143,247720.5012605768
495,,0,48267.19105508289,8270.15822746742,384512.6775660275,314760.4551445989,100621.7527664387
496,,0,13124.811856499218,6148.378200667741,54578.95837185665,231252.49354478373,481460.29693138204
497,,0,53768.318690181746,3371.50586987019,512390.60718435067,96467.28655737199,57228.60417840593
498,,0,17654.71553276518,2993.6333946650225,638841.4120241484,32691.556545948977,32563.4919096214
499,,0,35192.55014992257,1145.270347172645,389607.69817830465,279336.589703262,84445.02141548684
500,,0,60927.05846149446,17054.029038034594,406776.890526649,265647.8989610344,77495.72616650826
501,,0,44374.84483837891,3414.331862268254,593389.3210875771,44543.962072093585,27230.679802961506
502,,0,50391.92217291264,23316.621042228227,475944.447441735,209586.69884514972,51494.41455276883
503,,0,14477.293041306415,2060.8428314960984,333304.9941225015,141748.0260772641,198442.26419508437
504,,0,45222.93857523171,17395.25908406053,415592.4589364959,280404.3624032403,62672.98483914306
505,,0,71888.14605505751,8204.597989130147,420987.7408407714,166292.87581827038,116800.33194241903
506,,0,49872.81128063567,1664.1212140126975,48552.76846597166,257407.70028339792,518365.332411893
507,,0,20662.044883601495,3775.0039482294223,700984.9838491,44472.2625005827,693.9411167576997
508,,0,83552.31088492744,43292.976631360085,465124.53571388876,259784.6182049532,31419.572870340693
509,,0,57429.48318274861,6373.688479107108,22049.094886273637,277558.12651535973,521565.011423606
510,,0,19152.44816071995,1872.353111688619,133215.6672339262,163265.48327636698,355285.6943576835
511,,0,7398.385900677012,3660.203587203547,334386.93742108945,100998.58984993523,226580.3427906691
512,,0,44407.59894834962,17071.841483886932,464792.84934442746,110106.40151623364,94610.01868723729
